max_rpm,energy,duration,speed,weight
1029,5174,0.694,19.7,15557
782,1304,0.246,55.6,11216
618,3482,0.764,17.7,9592
1141,1415,0.146,97.3,17858
254,2109,1.153,13.5,3670
282,404,0.186,77.8,4074
4026,6965,0.254,57.3,58234
5405,12184,0.322,43.2,80993
583,4438,0.956,15.9,8615
386,634,0.22,66.0,5767
1584,3320,0.248,62.7,24840
666,2012,0.446,35.3,9895
140,198,0.166,91.9,2208
241,694,0.383,37.4,3684
2289,4562,0.298,50.5,32918
1721,3301,0.242,58.9,26334
154,1003,0.852,19.0,2223
309,364,0.168,93.9,4766
323,928,0.343,43.7,4938
1870,13669,0.949,17.3,27704
147,351,0.338,44.9,2160
200,316,0.226,64.0,3005
3164,5483,0.245,56.2,45715
255,396,0.209,72.5,4021
1786,13769,1.073,15.0,25705
328,1212,0.452,35.6,5078
204,278,0.183,83.7,2951
341,2182,0.854,17.2,5178
2324,2767,0.178,87.0,33739
3855,26811,0.864,18.3,56863
3320,4251,0.173,85.1,51469
656,1588,0.352,42.5,9458
1773,3353,0.239,65.1,27295
289,1595,0.679,23.8,4459
432,3435,0.995,16.0,6296
4268,16804,0.461,29.4,66661
136,734,0.645,21.5,2104
186,581,0.421,38.1,2794
310,598,0.284,56.3,4510
142,262,0.233,63.0,2218
272,345,0.188,81.1,4067
1332,2158,0.235,69.1,19570
718,1173,0.251,64.8,10399
4571,10358,0.337,47.1,65713
3356,6537,0.268,52.6,48960
515,1236,0.332,47.3,7616
365,432,0.161,85.8,5518
566,2482,0.527,30.7,8833
1370,13820,1.326,10.5,20133
399,700,0.226,68.6,5707
1568,6174,0.543,28.2,22984
629,831,0.176,90.1,9922
1155,1390,0.174,87.3,17335
742,4609,0.809,16.9,11015
429,2697,0.798,19.6,6328
5568,10278,0.268,54.6,81737
2659,4758,0.223,64.8,39661
224,824,0.474,34.7,3460
4161,5689,0.205,74.5,59776
915,1703,0.246,63.5,13463
4297,12772,0.384,39.2,66198
2992,26637,1.287,12.3,45704
733,1051,0.203,77.5,10554
151,608,0.528,29.3,2183
377,560,0.194,85.1,5721
1058,2476,0.311,47.8,16643
1517,3263,0.252,61.9,23839
357,466,0.179,88.6,5484
232,273,0.167,87.7,3449
3524,8713,0.342,43.4,52426
6355,28913,0.57,28.8,94080
1065,1334,0.17,79.8,15637
248,600,0.296,49.0,3914
371,1742,0.548,27.3,5803
141,167,0.148,91.4,2149
4603,19448,0.582,27.8,71514
202,1953,1.165,12.3,3170
1289,12084,1.207,11.8,19077
401,668,0.242,66.0,5843
1194,1738,0.206,69.6,17480
1758,5426,0.407,38.0,25572
3481,10015,0.411,38.8,51373
306,826,0.392,40.6,4484
136,241,0.223,71.2,2087
239,1661,0.904,15.2,3416
4365,4540,0.147,93.6,67629
3954,14502,0.48,30.0,61058
1351,1439,0.136,100.0,20702
1463,6396,0.59,25.4,20955
1885,2740,0.185,79.4,26971
272,1037,0.504,30.1,3971
4831,30526,0.833,17.3,71546
687,952,0.169,88.7,10292
624,678,0.166,87.3,8953
1035,2118,0.304,46.3,15228
167,256,0.211,73.2,2403
250,480,0.258,60.1,3833
2352,3039,0.184,86.8,35886
190,558,0.42,38.4,2765
1362,2994,0.273,57.1,21172
363,814,0.29,53.7,5222
611,1376,0.327,41.9,9171
430,477,0.153,90.2,6187
527,2465,0.639,24.9,8040
2269,10421,0.605,23.5,33317
425,759,0.235,61.9,6394
1237,2004,0.201,69.2,18337
858,2991,0.512,27.5,12877
1872,4672,0.35,45.2,26827
5306,5500,0.15,95.2,78104
2283,8159,0.461,32.2,35127
321,493,0.199,70.2,4636
147,247,0.203,76.6,2259
367,851,0.312,50.3,5579
1313,1683,0.155,94.4,20513
169,242,0.208,76.3,2445
909,1744,0.278,51.2,13942
1343,2813,0.254,61.2,20656
513,740,0.217,72.3,7394
2803,4778,0.259,63.3,40811
195,234,0.159,89.1,3034
183,428,0.327,42.1,2683
2397,6105,0.386,37.0,34530
887,3501,0.474,29.2,13894
2034,15156,1.045,13.4,29553
734,5717,1.045,13.9,10959
355,417,0.167,88.3,5243
3282,5634,0.228,71.1,49278
3101,4874,0.203,69.4,45626
1925,4115,0.251,65.3,30289
396,584,0.184,86.4,5799
1279,3008,0.303,53.2,20128
544,831,0.184,88.3,8209
184,510,0.372,42.4,2861
4980,5540,0.17,93.4,72363
223,365,0.203,72.9,3415
5462,17463,0.453,33.1,82310
757,1397,0.268,60.8,11449
282,564,0.252,58.0,4126
1108,5360,0.608,22.4,16661
4172,6993,0.25,63.2,60832
2238,7350,0.397,38.3,35079
3031,27175,1.084,14.7,46919
1763,2047,0.144,95.4,26319
2089,3432,0.227,67.7,30004
3538,4620,0.16,88.9,55435
337,639,0.229,70.8,5311
873,2311,0.328,42.1,13569
321,698,0.286,56.1,4751
6288,9349,0.194,70.8,95290
5530,5632,0.141,96.4,80344
148,554,0.433,32.8,2333
2043,2497,0.163,88.7,31606
4876,5653,0.165,93.2,74644
273,421,0.198,70.3,4053
1252,1373,0.158,93.8,18448
4609,11139,0.308,45.8,71848
159,176,0.168,95.8,2284
2008,2917,0.186,73.3,30614
435,3683,1.057,13.8,6400
4971,6528,0.168,91.6,74396
5787,12754,0.303,53.6,89295
5546,13775,0.313,51.4,80410
879,1631,0.265,61.0,12785
3845,16801,0.584,23.4,58292
3661,8347,0.307,52.2,54436
453,714,0.187,84.8,6969
3478,33281,1.423,11.4,51207
151,501,0.418,34.6,2311
1421,15916,1.588,10.2,20609
318,698,0.31,47.4,4918
203,355,0.204,75.5,3205
175,248,0.18,81.9,2702
1969,2489,0.156,95.1,30479
504,837,0.234,64.8,7559
2204,7933,0.443,32.9,34071
176,234,0.17,93.2,2582
445,653,0.193,79.8,6865
1123,2112,0.252,61.7,16504
2963,4717,0.195,72.6,44100
486,655,0.176,93.2,6959
1619,2390,0.209,74.1,23141
4425,10795,0.327,43.2,64014
1522,2497,0.212,74.2,22251
327,2316,1.029,13.6,4975
150,342,0.306,44.8,2200
4193,10686,0.324,46.6,60159
137,717,0.606,25.0,2173
4098,38041,1.165,12.1,61252
1026,4822,0.661,22.0,15837
5283,10261,0.237,68.9,78791
3024,4060,0.175,82.2,45513
6663,6613,0.141,98.9,99195
528,1633,0.4,41.2,7886
2804,4854,0.225,63.9,40221
645,732,0.165,94.3,9636
901,4014,0.567,25.0,13071
1524,2563,0.203,74.6,23288
4041,5178,0.188,77.9,61007
6245,46169,0.91,18.0,93963
2633,3720,0.169,87.5,40392
675,853,0.183,83.2,10251
699,6259,1.256,13.0,10396
2407,15797,0.905,18.2,35822
343,2362,0.957,14.4,5089
202,646,0.399,40.1,3081
524,1020,0.262,55.8,8007
414,886,0.264,57.9,6152
409,1502,0.429,34.1,6374
324,383,0.16,92.0,4987
150,382,0.324,43.1,2358
136,1170,1.079,14.1,2144
6190,19798,0.409,37.0,95310
676,1264,0.243,57.8,10661
584,1358,0.324,46.7,8994
1933,6164,0.474,34.6,28558
299,1551,0.717,21.8,4697
5446,7926,0.178,83.7,82221
3009,3378,0.163,99.7,43351
194,498,0.384,39.7,2837
669,1645,0.314,44.3,10244
4331,6579,0.231,65.6,62319
5278,6924,0.188,74.7,80556
794,2224,0.349,45.3,12448
1541,2012,0.179,91.4,22039
265,421,0.241,60.4,3844
6418,14038,0.293,50.5,96604
335,528,0.216,68.2,4950
5419,6047,0.15,95.8,79928
1641,2591,0.195,81.5,25395
1393,11637,1.129,13.6,21555
987,2515,0.343,39.9,14861
342,798,0.306,52.3,4930
252,794,0.367,38.3,3989
324,575,0.225,73.0,4738
264,358,0.173,84.4,4147
2808,4291,0.202,75.8,42220
531,548,0.139,99.0,7868
170,566,0.421,34.5,2507
5646,8481,0.179,88.7,88614
4196,5772,0.189,79.0,63468
5067,13378,0.381,42.6,75379
6251,9572,0.2,76.1,98027
253,1590,0.841,19.4,3948
638,1042,0.203,81.0,9423
2594,4750,0.257,57.9,38837
1961,5965,0.419,36.3,30447
244,457,0.232,69.0,3651
3377,4665,0.209,67.7,48652
305,1277,0.557,28.9,4812
324,2843,1.199,12.7,4800
1043,2662,0.32,49.0,16343
1289,2202,0.224,61.3,20343
1244,1717,0.178,88.9,19345
189,207,0.154,93.5,2860
4252,8682,0.276,57.6,61916
368,535,0.193,77.8,5652
224,513,0.289,49.5,3319
4275,6745,0.212,77.1,64712
5455,23090,0.556,28.4,84072
3893,11260,0.379,43.4,58312
3258,4773,0.218,67.1,47465
1788,16050,1.328,11.6,25957
1190,1865,0.204,75.0,17255
184,245,0.183,85.2,2810
678,1519,0.296,45.9,9885
556,1128,0.286,50.3,8594
377,550,0.187,86.6,5525
2360,3442,0.185,79.8,33892
882,3091,0.456,35.9,13915
181,496,0.361,39.2,2746
320,542,0.232,71.1,4732
1969,4014,0.257,60.7,28964
173,781,0.643,24.6,2693
3900,11162,0.388,37.9,55873
935,1274,0.178,91.0,13876
844,1346,0.21,71.9,13107
1288,1508,0.157,98.7,20300
3452,4163,0.174,79.0,50366
497,671,0.162,94.8,7797
1823,7098,0.548,29.5,28376
1228,1636,0.177,79.4,18289
382,3632,1.329,11.8,5684
4224,5718,0.193,70.4,62200
2986,7062,0.312,52.2,45272
1800,5663,0.399,41.2,26285
3892,4741,0.166,87.6,55736
3876,5005,0.159,86.9,59502
2173,21006,1.289,12.0,31953
3674,5756,0.21,64.9,52855
2079,5237,0.347,43.1,30620
1942,4687,0.302,47.4,28613
1458,1977,0.176,84.9,22492
2542,6869,0.358,37.9,38007
249,269,0.144,94.9,3719
4266,15646,0.518,26.2,62748
4238,6319,0.221,69.6,60571
142,220,0.215,70.5,2242
3226,11464,0.434,32.7,50590
211,624,0.394,39.2,3311
506,688,0.19,85.1,7419
2355,3625,0.182,78.6,36663
253,767,0.404,39.6,3751
3213,6016,0.267,58.1,49060
3442,24036,0.875,15.6,51856
943,3518,0.508,28.8,14561
141,289,0.28,53.7,2050
413,2725,0.885,17.7,6147
1555,1770,0.167,85.9,22344
6239,9452,0.22,74.6,92904
1519,1828,0.164,94.9,23684
356,512,0.202,72.4,5526
1670,1662,0.146,94.6,23888
1127,2131,0.234,59.9,16536
2690,4842,0.234,64.0,42263
206,249,0.153,97.9,3039
2594,4621,0.233,67.8,39263
1086,10541,1.228,12.8,16619
5568,7561,0.188,75.1,86521
525,607,0.167,91.5,7618
1514,1978,0.166,81.6,23759
5002,9691,0.235,62.5,76650
195,304,0.224,70.4,2986
5038,5808,0.148,99.1,78226
1967,11831,0.881,18.2,29493
165,303,0.235,70.1,2607
424,1436,0.432,35.5,6491
2220,3451,0.206,67.6,31929
170,273,0.226,64.7,2602
1282,5171,0.568,23.8,19503
514,2058,0.535,28.6,7738
1522,3020,0.242,65.9,22695
164,829,0.714,21.5,2391
3908,13959,0.468,33.9,60498
6233,8300,0.187,85.2,90148
6054,16508,0.407,39.4,88536
2559,5252,0.265,53.9,37554
212,269,0.17,94.7,3326
2465,10265,0.508,30.4,38841
148,349,0.319,45.1,2201
150,284,0.255,64.6,2180
476,677,0.21,78.0,7093
875,1217,0.167,91.1,13527
2604,3352,0.173,92.4,40731
1969,2677,0.179,79.9,28968
779,2927,0.483,30.5,11444
376,3377,1.149,12.2,5833
6281,16173,0.338,44.5,98881
699,3825,0.659,22.7,10594
785,1068,0.191,73.9,11692
258,461,0.223,69.5,3793
3080,20709,0.993,14.0,44811
2033,2366,0.16,85.3,30169
303,995,0.452,32.4,4743
187,374,0.301,48.9,2760
2002,2812,0.206,70.1,28653
1795,3483,0.293,48.6,25883
402,933,0.292,49.7,5824
5391,38184,0.88,15.9,82512
246,518,0.319,46.1,3611
748,1054,0.206,78.8,10853
5442,6363,0.153,92.4,80205
671,1667,0.329,47.2,10330
1694,3751,0.289,48.1,24314
628,942,0.199,73.2,9473
375,459,0.152,94.8,5846
6017,22942,0.479,34.0,93924
671,1518,0.298,49.6,9919
4377,5961,0.191,81.6,66081
314,565,0.236,64.9,4917
314,1461,0.698,20.0,4603
155,282,0.245,66.5,2259
1744,6884,0.542,26.8,25597
546,1084,0.244,55.9,8455
3995,6919,0.25,57.6,58823
807,1026,0.163,88.9,12735
5771,11030,0.267,51.6,88300
272,923,0.437,35.1,4132
4121,15107,0.472,30.8,59812
2751,3812,0.174,88.7,41729
2587,11831,0.532,25.4,40813
3578,10145,0.34,48.3,54486
2617,10803,0.522,26.8,39263
1614,2156,0.194,79.6,23171
232,468,0.297,52.7,3342
146,378,0.337,41.6,2271
4737,13122,0.326,42.5,73370
1437,1765,0.161,86.7,22320
3094,5045,0.238,59.8,45115
833,1344,0.188,74.6,13155
203,264,0.171,90.7,3164
218,274,0.162,91.2,3263
1899,5903,0.382,39.6,29227
688,819,0.143,95.7,10767
288,3064,1.314,12.2,4382
891,2329,0.319,43.9,13684
171,213,0.161,90.6,2571
1361,3775,0.395,34.7,19488
367,1190,0.402,34.6,5728
2981,10060,0.416,37.2,45295
468,781,0.239,65.1,6734
821,1788,0.314,49.4,11869
138,203,0.201,75.4,2093
180,242,0.181,90.5,2655
593,898,0.213,70.7,9286
890,3608,0.523,28.4,13074
1460,1470,0.152,93.9,20914
418,1183,0.408,33.8,6259
2021,9183,0.645,23.5,30323
3736,23445,0.798,18.1,57856
2855,5021,0.248,60.7,42264
157,793,0.698,20.2,2335
886,5068,0.712,22.5,13103
191,718,0.446,37.0,3015
345,1129,0.409,35.3,5155
6387,11997,0.249,64.4,94916
226,361,0.193,83.5,3492
911,1560,0.21,78.5,14080
1463,5290,0.432,33.6,22452
2125,7005,0.492,32.1,31224
1203,1183,0.146,96.9,17858
143,1390,1.431,10.7,2077
468,681,0.175,89.2,7172
1052,4349,0.562,28.0,15156
192,205,0.148,95.3,2820
520,1553,0.393,40.8,7883
145,361,0.297,49.6,2277
176,283,0.192,73.6,2719
658,1188,0.241,62.9,9449
219,736,0.417,38.6,3361
1207,2433,0.274,59.8,18418
1917,3063,0.208,75.8,29676
3149,24159,0.979,13.8,45835
285,2921,1.263,11.0,4376
252,535,0.268,51.2,3851
199,867,0.631,21.9,3010
1597,2297,0.21,69.8,24116
2095,7284,0.496,29.3,31718
150,325,0.283,49.0,2263
5357,22800,0.581,27.8,77915
168,344,0.259,59.4,2450
1141,6710,0.777,20.4,16621
2050,18583,1.21,12.1,32040
4144,28387,1.009,14.6,60364
2095,2634,0.151,95.9,32677
2954,14833,0.65,22.8,46040
525,808,0.208,73.8,7546
3333,22818,0.93,16.1,48461
183,1022,0.811,19.7,2736
4583,8767,0.29,55.8,66266
1191,2389,0.288,51.8,17036
3298,3536,0.149,95.6,48932
791,1043,0.172,95.0,11735
1695,2493,0.196,80.2,24799
1017,2060,0.24,64.2,15680
2255,5791,0.309,50.9,34992
188,448,0.326,42.1,2752
166,182,0.144,95.2,2532
337,591,0.217,64.3,5258
244,386,0.224,62.1,3733
3980,15926,0.478,30.9,60556
328,2327,0.984,14.2,4714
6186,8317,0.169,95.1,90990
499,1627,0.398,38.2,7471
284,607,0.293,49.8,4077
3046,13642,0.675,20.3,43924
1756,2389,0.179,85.3,26312
974,7939,1.109,12.5,14042
1159,1717,0.185,85.1,17562
2162,10660,0.703,22.6,33337
317,409,0.169,89.8,4888
6678,9852,0.184,75.7,98576
6041,31795,0.639,24.8,90609
1724,2828,0.237,60.9,25463
296,870,0.371,38.1,4365
1817,7615,0.573,26.0,28623
168,263,0.186,87.3,2652
150,334,0.311,46.3,2254
354,1057,0.354,45.9,5480
825,3429,0.54,25.3,12218
4002,9047,0.309,44.5,59730
2312,2899,0.176,88.4,34392
2388,5705,0.33,42.7,36548
714,827,0.151,95.6,10566
533,610,0.146,95.2,7740
597,2823,0.629,23.0,8539
6567,28083,0.552,26.0,95283
156,221,0.179,87.6,2339
3841,11208,0.344,45.3,59441
1305,15926,1.574,10.4,19238
773,2369,0.452,34.6,11123
2210,4413,0.244,63.8,34136
873,1231,0.19,81.9,13423
3920,24581,0.734,22.0,60946
4627,23852,0.721,19.9,67810
687,772,0.155,93.0,10411
376,567,0.203,77.6,5906
1403,2354,0.225,63.1,20296
4758,6704,0.205,79.2,70975
298,772,0.311,48.6,4559
1501,2018,0.184,78.3,22878
1544,4132,0.364,43.5,23660
2336,7226,0.452,32.0,35201
219,344,0.217,75.6,3346
2203,5572,0.344,47.8,32899
4798,5378,0.158,98.3,70056
273,643,0.334,41.5,4039
330,353,0.154,93.0,5065
5978,6873,0.16,94.0,89413
279,1082,0.505,31.8,4059
3608,4798,0.172,81.8,56572
876,1853,0.282,49.0,13721
352,374,0.148,92.6,5260
4076,9065,0.297,50.5,60312
739,1150,0.21,77.0,11418
1023,2013,0.262,52.0,14986
551,2074,0.463,30.5,8153
1413,5151,0.558,27.9,20343
244,585,0.331,48.3,3791
631,882,0.204,78.0,9235
5668,10796,0.246,64.5,88722
368,481,0.193,72.0,5490
1749,5392,0.415,35.4,26109
470,1195,0.309,53.3,7137
2842,21881,1.177,14.0,41222
211,297,0.183,83.6,3337
5936,7373,0.158,99.1,88864
764,1927,0.351,46.6,11803
343,3115,1.352,11.0,5035
169,752,0.55,25.3,2666
267,395,0.226,68.7,3885
1053,2038,0.252,65.1,15279
514,657,0.193,80.9,7474
3294,12459,0.484,32.8,51200
728,1060,0.188,78.7,10791
335,481,0.192,71.9,5291
1542,3692,0.359,39.1,22363
2164,4132,0.278,59.1,31755
257,1326,0.644,23.3,3844
262,535,0.267,50.7,3853
147,198,0.183,89.3,2308
2384,5821,0.313,47.9,35657
1752,2615,0.187,85.6,26841
894,1689,0.24,63.1,12806
3753,13460,0.506,27.3,54356
3189,6179,0.246,62.3,46756
1373,2900,0.297,55.5,19748
3921,9560,0.297,45.9,59730
310,1585,0.772,20.8,4474
202,433,0.299,47.5,3098
391,2727,0.887,16.5,5745
170,1029,0.774,18.9,2500
1013,2621,0.341,47.4,15976
5130,15930,0.401,37.5,78035
148,181,0.159,93.3,2332
225,529,0.364,43.8,3224
752,926,0.174,78.2,11730
5169,8381,0.238,57.7,77206
472,648,0.185,73.4,6889
940,3238,0.466,33.4,14548
156,173,0.159,94.8,2353
240,543,0.279,57.7,3573
6111,7753,0.177,84.8,94904
5978,14921,0.331,42.9,87244
133,920,0.837,19.0,2039
5361,7865,0.204,70.6,82818
1634,17514,1.524,10.7,24371
3940,8172,0.27,52.8,59648
823,3037,0.512,27.4,11847
1040,1701,0.225,66.5,15031
901,951,0.139,98.1,13538
1785,3889,0.263,51.8,27165
226,282,0.179,83.6,3453
146,300,0.254,55.7,2248
446,781,0.248,54.6,6671
2163,2356,0.153,93.7,31496
288,335,0.166,90.1,4405
1800,2507,0.182,80.7,27872
5911,17885,0.379,36.7,88895
184,342,0.258,59.1,2887
1889,6878,0.518,30.2,27781
757,1718,0.311,50.0,11348
3978,7531,0.274,53.6,59700
261,345,0.164,84.8,3999
2084,2628,0.165,90.6,30045
3394,9680,0.342,47.3,53083
5566,52632,1.286,11.6,80519
1907,2333,0.161,87.6,28963
967,3573,0.536,25.7,13986
1529,2861,0.248,66.0,22425
3833,38024,1.284,12.2,59878
1283,3204,0.314,46.0,18641
152,179,0.146,98.7,2252
4850,35030,0.849,19.1,76328
1906,4205,0.292,48.1,29683
1906,5510,0.401,37.6,28210
315,425,0.171,91.5,4650
1798,2292,0.166,88.2,26330
636,2108,0.434,31.4,9336
1730,10009,0.82,17.3,25553
207,394,0.244,66.4,3034
1761,4984,0.374,40.3,26223
6492,11165,0.226,70.5,99770
167,1524,1.177,12.9,2415
5803,33217,0.742,22.0,91457
646,1144,0.226,71.8,9825
4112,15378,0.513,29.1,60313
2824,3604,0.166,87.2,42685
1167,8363,1.002,15.3,18381
2292,9418,0.528,29.4,35944
4206,4720,0.15,99.9,62172
678,1582,0.326,49.0,9719
481,737,0.192,73.3,7188
1817,7189,0.549,26.4,27242
3086,6087,0.24,64.9,47155
2566,3656,0.189,75.3,39457
2877,9112,0.387,38.3,45341
716,976,0.194,84.6,10991
3252,5511,0.239,64.3,49034
206,611,0.363,45.0,3200
1075,1976,0.26,60.2,16830
139,283,0.253,61.9,2045
493,2049,0.614,24.9,7120
583,1364,0.301,46.2,8387
635,1739,0.368,40.9,9421
1934,4760,0.309,46.1,30381
624,880,0.21,78.5,9144
741,1506,0.268,53.4,11570
343,353,0.15,94.6,5065
590,1826,0.422,36.4,8613
331,779,0.317,47.4,4865
185,232,0.168,80.8,2663
1446,2677,0.235,59.1,21196
1855,3649,0.269,59.2,27308
1468,10791,1.01,14.8,22569
852,1800,0.304,45.9,12260
570,2047,0.433,34.4,8836
4064,3883,0.143,99.9,58587
996,2932,0.375,37.8,15238
836,1075,0.183,89.6,13036
152,215,0.206,70.9,2211
481,1297,0.335,40.7,7599
609,1221,0.279,58.9,8850
619,881,0.185,85.6,9519
1339,1591,0.159,89.5,19351
1095,4602,0.603,24.4,16128
1461,4089,0.397,40.6,21569
2621,7496,0.363,40.2,39860
3066,26735,1.103,13.8,48113
2286,3545,0.237,63.8,33197
5417,7348,0.169,86.9,84030
141,382,0.348,44.3,2147
289,383,0.195,76.6,4301
137,220,0.204,66.5,2060
1628,4602,0.364,43.8,25180
4312,19251,0.61,22.7,67105
332,529,0.202,73.8,5184
5193,6716,0.175,86.9,75168
160,298,0.218,71.7,2531
5404,51474,1.269,11.6,77376
511,2026,0.533,29.5,7914
190,1174,0.855,16.3,2973
898,1805,0.252,61.3,13381
348,597,0.205,78.1,5461
410,2309,0.81,20.0,6095
459,541,0.178,85.5,6654
2945,5804,0.241,60.0,46275
1131,1670,0.194,72.1,16483
445,471,0.149,97.4,6759
1402,9706,0.862,17.5,21775
2124,2434,0.155,91.1,32941
403,2119,0.766,21.3,5810
646,1736,0.357,45.4,10084
222,253,0.157,86.6,3221
272,357,0.166,91.6,4062
1826,4099,0.286,55.6,28722
270,437,0.224,63.5,4067
1073,1717,0.204,73.7,15605
2184,2528,0.173,84.9,32038
202,1083,0.673,20.9,3038
1271,1799,0.185,82.9,18402
349,801,0.309,53.3,5456
6003,11733,0.289,50.6,86499
914,2243,0.315,48.2,13260
3186,6144,0.259,55.8,46815
1183,1327,0.17,95.1,17212
158,346,0.271,59.3,2370
1615,1691,0.147,95.8,23808
5545,24731,0.618,26.2,82686
1382,2009,0.186,75.2,21045
3308,4220,0.166,83.1,49295
4135,6706,0.217,71.1,63572
323,514,0.227,64.6,4881
298,574,0.248,60.8,4584
1400,1976,0.177,87.5,21830
653,870,0.163,83.9,9985
3688,18235,0.685,21.0,53447
4455,5996,0.172,86.4,67630
544,1098,0.303,47.3,7970
325,1132,0.416,32.8,5052
2803,3188,0.156,88.3,42375
375,978,0.325,48.9,5860
3210,5308,0.196,82.8,49960
707,2307,0.414,33.7,10494
1835,19257,1.376,10.4,27238
188,428,0.283,54.6,2906
1526,10706,0.86,19.0,22958
809,1149,0.185,77.9,11710
1279,4675,0.461,34.8,19845
244,598,0.301,49.9,3859
2417,15239,0.918,17.8,35723
3723,11289,0.389,35.8,58465
326,458,0.204,80.3,4669
196,899,0.627,23.6,2908
145,271,0.24,68.2,2193
1631,1841,0.161,92.6,24644
1443,2059,0.212,71.2,21501
1085,1594,0.192,83.0,16976
344,1890,0.791,19.8,4955
623,2141,0.472,32.6,9229
1321,1811,0.163,90.5,20465
936,1552,0.214,74.4,13964
6122,11134,0.242,67.6,95334
216,309,0.194,69.7,3410
2049,5014,0.323,47.3,30343
658,5764,1.149,14.0,9726
717,1020,0.192,80.6,10678
2138,3492,0.224,71.1,33128
2022,4187,0.308,52.6,30023
6156,7974,0.173,91.0,96637
222,636,0.389,40.3,3304
201,714,0.449,36.5,3005
2302,3309,0.182,88.6,34014
1331,1842,0.195,81.7,19217
403,755,0.244,56.3,5845
190,979,0.653,21.8,2728
195,753,0.517,29.4,2796
4527,7821,0.226,69.1,66104
295,739,0.323,44.7,4236
489,553,0.162,85.3,7086
330,330,0.151,95.5,4854
511,843,0.192,82.5,8019
167,480,0.367,44.0,2624
1050,1614,0.201,81.0,15236
173,486,0.352,41.6,2605
3149,13093,0.584,25.0,45794
326,2847,1.132,13.0,4989
1091,2726,0.327,44.7,16538
4253,5011,0.17,91.3,62554
1771,5450,0.463,31.5,25518
1028,3849,0.474,28.6,16088
491,500,0.152,97.3,7113
504,4125,1.157,12.3,7358
1795,2164,0.168,80.7,27445
6421,19496,0.383,38.9,97733
1695,15105,1.056,13.4,26636
1124,1444,0.16,92.6,17729
2318,10872,0.635,22.6,34864
789,1741,0.257,59.7,12342
163,543,0.475,34.7,2530
1244,8272,0.954,15.9,18044
5688,43134,1.065,14.5,84724
268,1536,0.797,20.4,3970
1920,12525,0.89,16.4,29739
302,373,0.178,78.5,4389
1124,2068,0.267,53.7,16269
195,526,0.36,40.9,2919
808,1845,0.324,47.7,11646
2656,2858,0.144,93.6,38523
531,682,0.175,92.0,7790
1839,2329,0.184,74.4,26958
2876,4312,0.181,89.6,44923
4899,15769,0.422,38.8,75210
319,866,0.372,44.3,5008
604,1086,0.244,65.2,9537
233,404,0.211,66.1,3630
6719,14789,0.293,53.4,97102
4880,11527,0.306,46.1,75158
1154,1302,0.164,98.8,16534
3628,4605,0.172,83.9,53903
996,2323,0.295,49.1,15350
1528,2657,0.215,75.5,22934
183,566,0.395,34.3,2834
2683,13580,0.741,19.0,38389
227,529,0.354,41.7,3296
3216,7984,0.337,46.3,50640
2968,29509,1.344,11.5,42625
2180,2775,0.186,83.3,32001
147,437,0.381,42.3,2303
443,758,0.223,62.2,6546
378,2434,0.905,16.7,5598
530,2575,0.609,25.7,8182
192,244,0.171,90.1,2817
4994,8844,0.229,64.8,78143
1162,1336,0.142,95.5,17455
418,469,0.137,99.9,6608
659,1464,0.319,43.5,9451
786,2403,0.394,36.9,11503
1349,1743,0.159,87.3,20961
986,1177,0.148,99.9,15036
4698,7896,0.211,66.7,72954
956,1324,0.194,81.6,13975
6180,9429,0.201,80.4,96978
3854,10071,0.349,42.0,55921
314,510,0.244,61.7,4521
5171,7807,0.193,85.0,76222
204,322,0.21,71.9,3153
3218,34783,1.385,11.9,48961
589,1531,0.346,40.3,8865
4179,21777,0.699,23.0,62041
4045,15133,0.484,31.0,59680
3137,3558,0.148,91.5,46802
2888,25748,1.232,13.3,43981
456,1658,0.551,29.8,6586
175,567,0.387,37.9,2744
642,1301,0.25,65.5,9675
270,440,0.24,58.1,3943
1932,7644,0.524,29.6,30320
526,2103,0.568,24.8,7745
6253,22477,0.455,31.3,90899
1662,3312,0.287,55.2,24548
3166,9909,0.425,34.4,49934
216,223,0.142,95.3,3358
3824,8684,0.285,51.7,58286
4796,36944,0.928,15.3,73920
937,1352,0.206,75.6,13444
1450,3533,0.356,39.6,21430
2602,4719,0.233,68.8,39849
275,759,0.407,35.2,3963
975,1559,0.239,61.4,14284
620,927,0.181,79.5,9513
233,314,0.165,93.5,3545
544,1900,0.412,33.5,8422
182,483,0.372,40.1,2611
147,297,0.28,51.8,2212
235,309,0.173,93.4,3393
5682,6100,0.151,91.1,86563
1185,7197,0.884,18.1,17165
5572,26634,0.64,21.9,87484
758,1492,0.252,54.6,10860
470,2550,0.72,19.6,6773
952,2254,0.336,41.1,14486
764,3306,0.645,23.4,11162
206,395,0.245,67.2,3023
1701,1853,0.143,95.5,24534
304,359,0.149,99.7,4656
1500,3550,0.335,43.8,22578
1758,2879,0.227,63.9,25450
248,307,0.166,87.1,3625
167,1086,0.787,20.6,2542
2925,3726,0.188,72.1,42415
769,2049,0.338,46.8,12084
172,584,0.499,28.6,2511
6342,15349,0.317,46.2,98011
163,1033,0.877,16.8,2507
2020,3213,0.199,72.6,30330
6222,18771,0.421,32.7,93814
340,912,0.364,38.0,5097
233,1179,0.689,20.9,3489
210,313,0.182,87.8,3215
422,880,0.256,54.4,6550
203,346,0.256,61.5,2969
1979,3212,0.235,61.2,29991
